Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_hours,Duration_minutes,Duration_total_mins
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00:00,13:45,27h 45m,2,no info,15164,27,45,1665
Air India,2019-06-06,Delhi,Cochin,DEL → COK,14:10:00,17:10,3h,0,no info,6094,3,0,180
SpiceJet,2019-04-21,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no check-in baggage included,4885,2,50,170
Air Asia,2019-06-21,Banglore,Delhi,BLR → DEL,11:10:00,13:55,2h 45m,0,no info,3383,2,45,165
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:00:00,01:35,8h 35m,1,no info,6673,8,35,515
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,07:10:00,10:10,3h,0,in-flight meal not included,4544,3,0,180
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45:00,18:50,8h 5m,2,in-flight meal not included,8367,8,5,485
GoAir,2019-06-03,Banglore,Delhi,BLR → DEL,11:40:00,14:30,2h 50m,0,no info,3898,2,50,170
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,22:35,8h 30m,1,in-flight meal not included,10844,8,30,510
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,02:15:00,13:20,11h 5m,1,no info,12327,11,5,665
SpiceJet,2019-03-21,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1,no check-in baggage included,6356,4,30,270
Air India,2019-05-15,Banglore,Delhi,BLR → DEL,21:05:00,23:55,2h 50m,0,no info,5228,2,50,170
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → UDR → DEL,06:45:00,16:30,33h 45m,2,no info,10835,33,45,2025
IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,04:00:00,06:50,2h 50m,0,no info,3943,2,50,170
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,18:15:00,19:00,24h 45m,1,no info,14714,24,45,1485
Air India,2019-05-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,12:00,30h 10m,2,no info,11883,30,10,1810
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,23:25,27h 5m,1,no info,8610,27,5,1625
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,07:10:00,22:30,15h 20m,1,no info,6513,15,20,920
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,02:15:00,04:25,26h 10m,1,in-flight meal not included,12898,26,10,1570
Air India,2019-06-01,Delhi,Cochin,DEL → GOI → BOM → COK,22:00:00,19:15,21h 15m,2,no info,10861,21,15,1275
IndiGo,2019-06-21,Mumbai,Hyderabad,BOM → HYD,19:05:00,20:35,1h 30m,0,no info,4049,1,30,90
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40:00,05:05,17h 25m,1,no info,13555,17,25,1045
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,02:15:00,19:00,16h 45m,1,no info,16079,16,45,1005
IndiGo,2019-03-06,Delhi,Cochin,DEL → COK,05:35:00,08:50,3h 15m,0,no info,7673,3,15,195
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:55:00,19:15,10h 20m,1,no info,10161,10,20,620
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,02:15:00,12:35,10h 20m,1,in-flight meal not included,10262,10,20,620
SpiceJet,2019-05-03,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no info,3873,2,35,155
SpiceJet,2019-06-03,Banglore,Delhi,BLR → DEL,21:10:00,00:05,2h 55m,0,no info,3311,2,55,175
IndiGo,2019-03-09,Delhi,Cochin,DEL → BOM → COK,16:00:00,01:35,9h 35m,1,no info,13611,9,35,575
Air India,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,12:00:00,19:15,7h 15m,2,no info,11858,7,15,435
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:20:00,19:15,8h 55m,1,no info,9316,8,55,535
IndiGo,2019-04-01,Banglore,Delhi,BLR → DEL,07:10:00,10:05,2h 55m,0,no info,4823,2,55,175
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,10:05,14h 5m,1,no info,13941,14,5,845
Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,04:25,18h 45m,2,in-flight meal not included,13029,18,45,1125
SpiceJet,2019-04-12,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no info,3873,2,35,155
IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,01:30:00,04:15,2h 45m,0,no info,4591,2,45,165
Vistara,2019-03-06,Mumbai,Hyderabad,BOM → DEL → HYD,08:45:00,22:55,14h 10m,1,no info,12395,14,10,850
IndiGo,2019-03-21,Mumbai,Hyderabad,BOM → HYD,02:30:00,04:00,1h 30m,0,no info,3603,1,30,90
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,15:30:00,18:05,2h 35m,0,no info,4804,2,35,155
IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,4823,2,55,175
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:30:00,18:50,7h 20m,1,no info,13244,7,20,440
Air Asia,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,07:35:00,19:25,11h 50m,1,no info,6785,11,50,710
Air India,2019-06-24,Mumbai,Hyderabad,BOM → HYD,06:20:00,07:40,1h 20m,0,no info,3100,1,20,80
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,18:00:00,01:30,7h 30m,1,no info,7198,7,30,450
Jet Airways,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,19:00,9h 20m,2,no info,13014,9,20,560
Air India,2019-03-06,Delhi,Cochin,DEL → CCU → BOM → COK,06:50:00,07:40,24h 50m,2,no info,20416,24,50,1490
Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,22:00:00,19:15,21h 15m,2,no info,10441,21,15,1275
Air India,2019-03-01,Banglore,New Delhi,BLR → VGA → DEL,10:30:00,11:20,24h 50m,1,no info,11528,24,50,1490
Air India,2019-05-06,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00:00,01:20,18h 20m,2,no info,14083,18,20,1100
IndiGo,2019-05-15,Chennai,Kolkata,MAA → CCU,19:35:00,21:55,2h 20m,0,no info,3597,2,20,140
Air India,2019-06-12,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50:00,13:15,7h 25m,2,no info,7662,7,25,445
IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,08:30:00,11:20,2h 50m,0,no info,4823,2,50,170
Air India,2019-06-27,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15:00,19:15,38h,3,no info,10703,38,0,2280
Jet Airways,2019-06-12,Mumbai,Hyderabad,BOM → HYD,07:05:00,08:30,1h 25m,0,no info,8040,1,25,85
Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,07:00:00,09:40,2h 40m,0,no info,4668,2,40,160
Air India,2019-05-12,Delhi,Cochin,DEL → COK,18:05:00,21:10,3h 5m,0,no info,6304,3,5,185
Air India,2019-03-06,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00:00,11:55,29h 55m,2,no info,14219,29,55,1795
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,17:10:00,19:40,2h 30m,0,no check-in baggage included,3841,2,30,150
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,13:00:00,21:00,8h,1,no info,13587,8,0,480
Air India,2019-05-18,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,20:25,14h 35m,2,no info,12093,14,35,875
SpiceJet,2019-04-27,Delhi,Cochin,DEL → MAA → COK,06:05:00,11:20,5h 15m,1,no info,5899,5,15,315
Air India,2019-05-12,Mumbai,Hyderabad,BOM → HYD,13:55:00,15:25,1h 30m,0,no info,3100,1,30,90
Air India,2019-05-12,Banglore,Delhi,BLR → DEL,17:00:00,19:45,2h 45m,0,no info,5438,2,45,165
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,18:55:00,21:50,2h 55m,0,no info,5780,2,55,175
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25:00,01:20,15h 55m,2,no info,11668,15,55,955
IndiGo,2019-03-01,Banglore,New Delhi,BLR → DEL,07:10:00,10:05,2h 55m,0,no info,11934,2,55,175
Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00:00,04:25,8h 25m,2,no info,16263,8,25,505
IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,18:35:00,01:35,7h,1,no info,14871,7,0,420
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no check-in baggage included,3573,2,50,170
Air India,2019-03-03,Delhi,Cochin,DEL → HYD → BOM → COK,21:30:00,19:15,21h 45m,2,no info,12497,21,45,1305
Air India,2019-06-21,Delhi,Cochin,DEL → COK,18:05:00,21:10,3h 5m,0,no info,5411,3,5,185
IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,05:05:00,16:10,11h 5m,1,no info,6600,11,5,665
IndiGo,2019-06-06,Kolkata,Banglore,CCU → PAT → BLR,09:20:00,14:15,4h 55m,1,no info,11160,4,55,295
Jet Airways,2019-03-06,Mumbai,Hyderabad,BOM → UDR → DEL → HYD,17:15:00,16:50,23h 35m,2,no info,22950,23,35,1415
SpiceJet,2019-05-24,Kolkata,Banglore,CCU → MAA → BLR,15:05:00,20:20,5h 15m,1,no info,4649,5,15,315
Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,04:25,22h 55m,2,no info,15129,22,55,1375
IndiGo,2019-05-12,Delhi,Cochin,DEL → COK,21:05:00,00:20,3h 15m,0,no info,8626,3,15,195
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:05:00,04:25,21h 20m,1,no info,17234,21,20,1280
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,05:45:00,13:15,7h 30m,1,in-flight meal not included,7832,7,30,450
Air India,2019-06-18,Mumbai,Hyderabad,BOM → HYD,15:00:00,16:25,1h 25m,0,no info,3100,1,25,85
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,14:25,28h 50m,1,in-flight meal not included,9314,28,50,1730
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,02:15:00,12:35,10h 20m,1,no info,14714,10,20,620
Jet Airways,2019-06-15,Delhi,Cochin,DEL → LKO → BOM → COK,11:45:00,04:25,16h 40m,2,no info,13882,16,40,1000
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BHO → BOM → COK,05:30:00,12:35,7h 5m,2,no info,16274,7,5,425
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,11:30:00,18:50,7h 20m,1,no info,15135,7,20,440
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,21:20:00,00:15,2h 55m,0,no info,6144,2,55,175
Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10:00,19:45,24h 35m,2,no info,9483,24,35,1475
Air India,2019-05-15,Delhi,Cochin,DEL → CCU → BOM → COK,06:50:00,07:40,24h 50m,2,no info,14431,24,50,1490
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → HYD → COK,14:55:00,22:30,7h 35m,1,in-flight meal not included,6093,7,35,455
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:00:00,21:00,11h,1,no info,7888,11,0,660
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,09:15:00,01:30,16h 15m,1,no info,7503,16,15,975
Air India,2019-05-06,Kolkata,Banglore,CCU → HYD → BLR,19:00:00,09:50,14h 50m,1,no info,6117,14,50,890
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,09:00:00,18:50,9h 50m,1,no info,17024,9,50,590
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,08:15,13h 20m,1,no info,12681,13,20,800
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:35:00,19:00,8h 25m,1,no info,10678,8,25,505
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,12:00,27h 35m,1,no info,13759,27,35,1655
SpiceJet,2019-06-03,Mumbai,Hyderabad,BOM → HYD,22:45:00,00:15,1h 30m,0,no info,2017,1,30,90
SpiceJet,2019-06-15,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no check-in baggage included,4885,2,50,170
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,06:00:00,19:15,13h 15m,1,no info,10786,13,15,795
Vistara,2019-03-12,Mumbai,Hyderabad,BOM → DEL → HYD,07:30:00,09:25,25h 55m,1,no info,12080,25,55,1555
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,20:20:00,22:55,2h 35m,0,no info,4804,2,35,155
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,21:00:00,19:15,22h 15m,1,no info,6587,22,15,1335
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,05:10:00,18:50,13h 40m,2,in-flight meal not included,8728,13,40,820
Air Asia,2019-05-18,Delhi,Cochin,DEL → BLR → COK,20:45:00,07:10,10h 25m,1,no info,7452,10,25,625
IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,20:00:00,22:50,2h 50m,0,no info,4823,2,50,170
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → HYD → COK,07:05:00,22:30,15h 25m,1,no info,8310,15,25,925
Vistara,2019-04-01,Banglore,Delhi,BLR → DEL,11:30:00,14:20,2h 50m,0,no info,5403,2,50,170
Jet Airways,2019-06-09,Delhi,Cochin,DEL → NAG → BOM → COK,14:35:00,12:35,22h,2,no info,13376,22,0,1320
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:35:00,19:00,8h 25m,1,no info,10877,8,25,505
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,22:50:00,00:45,25h 55m,1,no info,14815,25,55,1555
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,06:40:00,16:10,9h 30m,1,no info,6558,9,30,570
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,09:00:00,21:00,12h,1,no info,14067,12,0,720
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,09:15:00,19:00,9h 45m,1,no info,9627,9,45,585
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,19:15:00,19:00,23h 45m,1,no info,14714,23,45,1425
IndiGo,2019-05-09,Delhi,Cochin,DEL → COK,05:35:00,08:50,3h 15m,0,no info,5000,3,15,195
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,06:00:00,21:00,15h,1,no info,9845,15,0,900
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,16:20,21h 25m,1,in-flight meal not included,10844,21,25,1285
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,04:45:00,13:20,8h 35m,1,no info,7048,8,35,515
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,10:55,25h 20m,1,no info,12692,25,20,1520
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,21:50:00,18:50,21h,1,in-flight meal not included,13843,21,0,1260
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,14:05:00,07:40,17h 35m,1,in-flight meal not included,7832,17,35,1055
IndiGo,2019-06-01,Mumbai,Hyderabad,BOM → HYD,09:15:00,10:45,1h 30m,0,no info,4049,1,30,90
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:00:00,18:50,10h 50m,1,no info,12242,10,50,650
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,19:15:00,19:00,23h 45m,1,in-flight meal not included,10262,23,45,1425
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,19:50,11h 25m,1,no info,14571,11,25,685
SpiceJet,2019-05-24,Kolkata,Banglore,CCU → BLR,17:10:00,19:40,2h 30m,0,no info,4174,2,30,150
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,06:00:00,12:35,6h 35m,1,no info,11264,6,35,395
IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4174,2,40,160
IndiGo,2019-06-12,Chennai,Kolkata,MAA → CCU,05:15:00,07:40,2h 25m,0,no info,3540,2,25,145
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,20:20,13h 10m,1,no info,9345,13,10,790
Air India,2019-06-06,Delhi,Cochin,DEL → AMD → BOM → COK,16:40:00,19:15,26h 35m,2,no info,9653,26,35,1595
IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,06:20:00,07:45,1h 25m,0,no info,3342,1,25,85
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:00:00,01:30,15h 30m,1,no info,8073,15,30,930
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,20:45,14h 15m,1,in-flight meal not included,7064,14,15,855
Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,14:35:00,12:35,22h,2,no info,13376,22,0,1320
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:25:00,18:50,10h 25m,1,no info,15135,10,25,625
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,10:00:00,20:25,10h 25m,1,no info,10413,10,25,625
Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,10:45,14h 25m,1,no info,9187,14,25,865
Jet Airways,2019-06-01,Delhi,Cochin,DEL → IDR → BOM → COK,09:35:00,12:35,27h,2,no info,13292,27,0,1620
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,07:35:00,16:10,8h 35m,1,no info,6674,8,35,515
IndiGo,2019-05-09,Delhi,Cochin,DEL → BOM → COK,17:30:00,01:30,8h,1,no info,8330,8,0,480
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,06:40:00,19:00,12h 20m,1,no info,11200,12,20,740
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:00:00,12:35,26h 35m,1,in-flight meal not included,10262,26,35,1595
Vistara,2019-04-15,Delhi,Cochin,DEL → COK,14:40:00,17:50,3h 10m,0,no info,6216,3,10,190
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,19:50,23h 50m,1,in-flight meal not included,10844,23,50,1430
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55:00,18:10,25h 15m,1,in-flight meal not included,11134,25,15,1515
IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,22:05:00,00:25,2h 20m,0,no info,5277,2,20,140
Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10:00,12:35,28h 25m,2,no info,14300,28,25,1705
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,22:50:00,20:20,21h 30m,1,no info,17471,21,30,1290
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,09:20,12h 10m,1,in-flight meal not included,10844,12,10,730
SpiceJet,2019-03-15,Banglore,New Delhi,BLR → DEL,05:45:00,08:35,2h 50m,0,no check-in baggage included,5469,2,50,170
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,14:00:00,12:35,22h 35m,1,in-flight meal not included,10262,22,35,1355
SpiceJet,2019-03-06,Delhi,Cochin,DEL → BLR → COK,16:35:00,22:50,6h 15m,1,no info,7185,6,15,375
Air Asia,2019-06-18,Kolkata,Banglore,CCU → BLR,19:55:00,22:25,2h 30m,0,no info,3807,2,30,150
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,17:30:00,04:25,10h 55m,1,no info,14714,10,55,655
Vistara,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,20:20,13h 10m,1,no info,8610,13,10,790
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:05:00,18:50,11h 45m,1,no info,17234,11,45,705
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35:00,21:00,9h 25m,3,no info,15629,9,25,565
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,07:05:00,21:20,14h 15m,2,no info,6128,14,15,855
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,16:00:00,04:25,12h 25m,1,no info,16289,12,25,745
Jet Airways,2019-05-09,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,19:00,13h 30m,2,no info,15129,13,30,810
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,14:05:00,10:25,20h 20m,1,in-flight meal not included,7832,20,20,1220
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,08:00:00,16:10,8h 10m,1,no info,22270,8,10,490
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,09:45,16h 45m,1,no info,11467,16,45,1005
IndiGo,2019-05-09,Mumbai,Hyderabad,BOM → HYD,19:05:00,20:35,1h 30m,0,no info,4392,1,30,90
SpiceJet,2019-05-06,Kolkata,Banglore,CCU → BLR,17:10:00,19:40,2h 30m,0,no info,4491,2,30,150
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,09:20,12h 10m,1,in-flight meal not included,9663,12,10,730
IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,18:35:00,01:30,6h 55m,1,no info,5883,6,55,415
Air India,2019-03-03,Delhi,Cochin,DEL → BOM → COK,19:00:00,07:40,12h 40m,1,no info,14777,12,40,760
Air Asia,2019-05-21,Kolkata,Banglore,CCU → BBI → BLR,06:50:00,10:30,3h 40m,1,no info,5162,3,40,220
IndiGo,2019-06-01,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4804,2,40,160
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,12:00,21h 55m,1,in-flight meal not included,8529,21,55,1315
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1,in-flight meal not included,10844,9,50,590
SpiceJet,2019-04-09,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no info,3873,2,35,155
IndiGo,2019-06-12,Kolkata,Banglore,CCU → BLR,09:35:00,12:20,2h 45m,0,no info,4804,2,45,165
Jet Airways,2019-05-12,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,0,no info,5678,1,25,85
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,18:15,11h 45m,1,no info,12681,11,45,705
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BDQ → DEL,05:50:00,12:20,6h 30m,1,no info,9623,6,30,390
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,08:55:00,21:00,12h 5m,1,no info,15147,12,5,725
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,23:25,16h 15m,1,no info,9345,16,15,975
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,10:05,15h 10m,1,in-flight meal not included,7757,15,10,910
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30:00,12:00,19h 30m,1,in-flight meal not included,10844,19,30,1170
Air India,2019-03-03,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05:00,22:10,35h 5m,2,no info,11948,35,5,2105
Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,06:45:00,12:35,29h 50m,2,no info,13376,29,50,1790
Air India,2019-05-15,Kolkata,Banglore,CCU → HYD → BLR,19:00:00,04:40,9h 40m,1,no info,6117,9,40,580
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,04:55:00,16:10,11h 15m,1,no info,6171,11,15,675
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,19:50,5h 45m,1,no info,13626,5,45,345
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,21:25:00,19:10,21h 45m,1,no info,17471,21,45,1305
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:20:00,19:15,8h 55m,1,no info,7531,8,55,535
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,15:00:00,04:25,13h 25m,1,in-flight meal not included,12373,13,25,805
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,07:05:00,12:35,5h 30m,1,no info,16289,5,30,330
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,10:10:00,13:00,2h 50m,0,no info,4777,2,50,170
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,08:20:00,11:20,3h,0,in-flight meal not included,5198,3,0,180
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,23:35,9h 30m,1,in-flight meal not included,10844,9,30,570
Air India,2019-05-18,Banglore,Delhi,BLR → DEL,17:00:00,19:45,2h 45m,0,no info,7171,2,45,165
Air India,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,18:45:00,19:15,24h 30m,2,no info,11942,24,30,1470
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,10:30:00,13:20,2h 50m,0,no info,4423,2,50,170
Vistara,2019-03-18,Delhi,Cochin,DEL → COK,14:55:00,17:50,2h 55m,0,no info,5586,2,55,175
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55:00,12:00,19h 5m,1,in-flight meal not included,11134,19,5,1145
Air Asia,2019-03-24,Banglore,New Delhi,BLR → DEL,05:50:00,08:40,2h 50m,0,no info,4284,2,50,170
Air India,2019-05-01,Kolkata,Banglore,CCU → BLR,14:15:00,16:45,2h 30m,0,no info,6245,2,30,150
SpiceJet,2019-03-15,Banglore,New Delhi,BLR → PNQ → DEL,10:20:00,18:15,7h 55m,1,no info,10341,7,55,475
SpiceJet,2019-03-03,Banglore,New Delhi,BLR → DEL,05:45:00,08:35,2h 50m,0,no info,6860,2,50,170
Air India,2019-04-03,Mumbai,Hyderabad,BOM → HYD,19:30:00,20:45,1h 15m,0,no info,2050,1,15,75
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,17:45:00,01:30,7h 45m,1,in-flight meal not included,5797,7,45,465
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,08:30:00,11:30,3h,0,no info,7648,3,0,180
Air India,2019-03-15,Banglore,New Delhi,BLR → DEL,21:10:00,23:55,2h 45m,0,no info,8851,2,45,165
Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00:00,05:25,19h 25m,2,no info,13007,19,25,1165
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,09:45,24h 10m,1,no info,13067,24,10,1450
IndiGo,2019-03-18,Banglore,New Delhi,BLR → HYD → DEL,16:55:00,21:50,4h 55m,1,no info,4049,4,55,295
